time,right knee,right elbow,trunk
0.0,24.60595808277221,96.12279101729656,49.066263953098485
0.0337078651685393,24.651978088678334,96.71084716217744,49.32668856900119
0.0674157303370786,25.95613075993045,97.89857111620336,49.5029379868557
0.1011235955056179,28.73701401550974,99.7151373608938,49.42692082852079
0.1348314606741573,32.85940722298197,101.85379351135856,49.0467313749472
0.1685393258426966,38.16178861919183,104.05554206358326,48.55714082415071
0.2022471910112359,43.14267949200399,105.8169197352748,48.07614956266293
0.2359550561797752,45.744516686880814,106.32120063398594,47.45205032820594
0.2696629213483146,45.80550943891931,105.30516240748742,46.68222530331121
0.3033707865168539,44.50528507327769,103.5526625789469,46.04007144145049
0.3370786516853932,42.59177738765639,102.54678965547538,45.69573982330138
0.3707865168539326,40.672609544484686,102.89433739648976,45.60578778925179
0.4044943820224719,39.376509526166544,102.59378156152596,45.60603665972698
0.4382022471910112,38.72415123994233,99.79045156236036,45.52271830794939
0.4719101123595505,38.685579370369446,96.81118319768125,45.360661740813455
0.5056179775280899,39.56316386981933,96.79677164861724,45.29525616507087
0.5393258426966292,41.27894654260107,98.07629229658956,45.40140859341551
0.5730337078651685,43.4036748382553,97.00789781816736,45.56509501424975
0.6067415730337078,45.57365842799705,93.93734904864472,45.67210001799208
0.6404494382022472,47.21517714569909,91.7103026993254,45.68905859098689
0.6741573033707865,47.64887368719428,90.96987311587816,45.63250466877449
0.7078651685393258,46.79098753671624,90.51174955539922,45.55298024095824
0.7415730337078652,45.27443962825261,90.67968652068804,45.4777651139144
0.7752808988764045,43.88638257489907,93.30173525908344,45.36337961188353
0.8089887640449438,43.060450017677184,97.74785250960632,45.18044852945741
0.8426966292134831,42.78625543743428,100.75749720435664,45.11677800548186
0.8764044943820224,42.87567041983917,100.80320109444312,45.51868523765317
0.9101123595505618,43.17597970956115,99.07400374821086,46.414429585004456
0.9438202247191012,43.54303120335295,97.51784111969778,47.37366912500974
0.9775280898876404,44.13365798444705,97.36126078599462,48.116767008809006
1.0112359550561798,45.651394338148656,97.8663212775424,48.863651104097656
1.044943820224719,48.65457338654569,97.02916801912362,49.86699384252367
1.0786516853932584,53.07020850148911,94.20303656714232,51.07720299006724
1.1123595505617978,58.50329092540901,91.55452639035796,52.363560936287485
1.146067415730337,64.26850963686131,91.24528634513256,53.68713726029816
1.1797752808988764,69.52165140841763,91.95874302002278,55.08577568150545
1.2134831460674156,73.71104114502916,92.09032084783296,56.61420950345635
1.247191011235955,76.76826679341426,93.2923424046729,58.11054000155953
1.2808988764044944,79.03512379697344,96.45379814322436,59.26356432901159
1.3146067415730336,80.70150380725308,99.0058425953144,60.09723499215036
1.348314606741573,81.37232801316537,98.82021930946767,60.874146621094056
1.3820224719101124,80.40503649450896,96.4724840193484,61.6098924546523
1.4157303370786516,77.38435230736242,93.10650516423816,62.17811317751367
1.449438202247191,72.14000491325318,88.68328058567062,62.583267698826646
1.4831460674157304,64.05414574964284,82.66105282178589,62.82471804257512
1.5168539325842696,52.15520754365102,75.20086104611225,62.85221049425803
1.550561797752809,37.33608896558003,66.24407053262473,62.75188436437642
1.5842696629213482,23.044926778688925,54.17074319850599,62.66997606700505
1.6179775280898876,12.062900743446818,38.27390930796837,62.64579873277994
1.651685393258427,4.530187894495522,22.83476629068703,62.664847963329024
1.6853932584269662,-0.1012730600477044,15.118235751167514,62.70323167842582
1.7191011235955056,-1.8705242106285147,17.08060150981718,62.65555763563265
1.7528089887640448,-1.4632169580298688,22.94598607076372,62.3699679527472
1.7865168539325842,-0.4243176757756765,27.323056480110974,61.86218612872757
1.820224719101124,0.1372401790361821,30.252633233202484,61.34247471544745
1.8539325842696628,0.2032980457212605,33.7049978200518,61.02912149778234
1.8876404494382024,0.1454177043489306,38.2288185671694,61.09122705028646
1.9213483146067416,0.0460742093870435,42.10806894069485,61.54720377336575
1.9550561797752808,-0.1601986868789088,43.751554070893626,62.14470678640569
1.98876404494382,-0.3954082247575095,44.53685930315304,62.57662064806486
2.02247191011236,-0.3486624064232891,45.09824938786205,62.763144249623394
2.056179775280899,0.168148392829338,43.64299456948618,62.80252391221518
2.089887640449438,0.7856752110700932,40.42261559166237,62.70506577193483
2.1235955056179776,1.0112190190173576,35.25496972202943,62.35030774383729
2.157303370786517,0.8386390852507777,24.273624545985843,61.780957239110776
2.191011235955056,0.5952075690857908,8.652528972043228,61.3387560079042
2.224719101123596,0.5539903774802875,-2.6444772925076347,61.37404925346687
2.258426966292135,0.743970136540774,-5.201998688561842,61.80525163813803
2.292134831460674,1.0637968115702223,-3.9593648577174254,62.132605793881694
2.3258426966292136,1.476415834847187,-4.741132705705169,62.1231462552371
2.359550561797753,1.8377010523245103,-7.943074645200815,62.153404490704034
2.393258426966292,1.924178152735459,-10.501178034338476,62.61790076284235
2.426966292134831,1.8007309969071046,-11.28430577267246,63.3695705400351
2.460674157303371,1.7594592325668588,-11.580291678371402,63.89509989426263
2.49438202247191,1.978239504549935,-11.3799803147015,63.85079645807275
2.528089887640449,2.310718689376245,-9.664368207641274,63.31177677872644
2.561797752808989,2.4090176898618147,-7.0888481172286415,62.57643003755405
2.595505617977528,2.203644539239459,-4.7724161991346215,61.95948207220606
2.629213483146067,1.8891530482366456,-2.6192776340451176,61.65740363459207
2.662921348314607,1.446292349229297,-0.6975492636370881,61.58745032644225
2.696629213483146,0.8536920803936578,0.9874272469594352,61.495319707601
2.730337078651685,0.5585308933404965,3.779093685227157,61.27092485376829
2.764044943820225,1.004815362274416,8.640828827297257,61.07216807579353
2.797752808988764,1.922223376299163,14.378653987266148,61.08058574351654
2.831460674157303,2.690842921285201,19.182458381251305,61.26515521690669
2.865168539325843,3.183793846639169,23.08139607512656,61.558021740739264
2.898876404494382,3.83755618863448,27.06158614062974,61.95729802160932
2.932584269662921,4.9880620973009,30.902449133617388,62.36212650518857
2.966292134831461,6.386848127784852,33.7528146011264,62.61899400417795
3.0,7.663659818575169,35.611331624358826,62.716650080486005
